Work_Order_ID,Program_Name,Platform,Production_Cell,Operation_Step,Component_Type,Supplier,Machine_ID,Machine_Status,Quality_Flag,Defect_Type,Inventory_Level,Reorder_Point,Supplier_Risk,Supplier_Lead_Time_Days,Single_Source_Supplier,Critical_Material_Flag,Cycle_Time_Hours,Queue_Time_Hours,Labor_Hours_Required,Workforce_Availability,Inspection_Backlog_Hours,First_Pass_Yield,Mission_Priority,Delivery_Deadline_Days,Recovery_Cost,Alternate_Route_Available,Alternate_Supplier_Available,Overtime_Available,Estimated_Delay_Hours,Contract_Delivery_Risk,Operational_Risk,Readiness_Impact,Risk_Level,Recovery_Confidence,Estimated_Recovery_Hours,Primary_Disruption,Recovery_Priority,Escalation_Required,Bottleneck_Severity
WO-10161,Radar Modernization,UAV,Inspection,Surface Finish,Sensor Mount,AeroForge,M-21,Operational,Rework,Electrical,165,67,0.12,25,No,Yes,25.8,16.9,21.1,0.78,27.3,0.9,3,30,42870,Yes,No,Yes,34,Controlled,35.6,21.4,Moderate,0.67,24,Nominal,Routine,False,32.8
WO-10162,Avionics Retrofit,UAV,Systems Integration,Surface Finish,Navigation Board,AeroForge,M-10,Down,Inspection Hold,Electrical,134,57,0.69,6,No,Yes,4.9,25.2,14.8,0.67,15.4,0.9,3,41,6117,No,No,Yes,102,Controlled,86.7,52.0,High,0.49,80,Machine Downtime,High,True,88.4
WO-10163,Mission Systems Upgrade,Sensor Package,Systems Integration,Material Prep,Thermal Shield,Northline Components,M-23,Operational,Pass,None,29,51,0.43,7,Yes,No,22.5,3.0,18.9,0.9,7.5,0.92,1,19,27574,Yes,Yes,No,43,Controlled,67.3,13.5,High,0.61,31,Supply Chain Constraint,Routine,False,48.3
WO-10164,Avionics Retrofit,Avionics Kit,Systems Integration,Quality Inspection,Power Unit,Delta Circuits,M-13,Down,Inspection Hold,Dimensional,87,37,0.3,13,No,Yes,2.2,21.9,6.9,0.7,2.6,0.87,3,7,66225,Yes,No,No,91,Elevated,72.3,49.9,High,0.53,69,Machine Downtime,High,True,77.4
WO-10165,Mission Systems Upgrade,Avionics Kit,Surface Treatment,Material Prep,Actuator Assembly,Orion Plating,M-13,Operational,Pass,None,10,26,0.6,39,No,No,2.5,28.7,10.7,0.95,4.1,0.83,4,33,56970,No,No,Yes,34,Controlled,57.0,45.6,Moderate,0.49,27,Material Shortage,High,False,44.9
WO-10166,Ground Sensor Platform,Avionics Kit,Avionics Assembly,Final Assembly,Sensor Mount,Northline Components,M-11,Operational,Pass,None,91,45,0.68,42,No,No,26.2,20.8,10.6,0.88,13.9,0.89,3,25,53248,No,No,No,19,Controlled,35.1,21.1,Moderate,0.35,16,Nominal,Routine,False,25.8
WO-10167,Ground Sensor Platform,Ground Vehicle,Avionics Assembly,Surface Finish,Power Unit,Summit Electronics,M-01,Degraded,Pass,None,102,55,0.43,36,No,No,12.2,30.9,10.0,0.84,3.0,0.9,5,43,54567,Yes,No,No,26,Controlled,29.6,29.6,Low,0.53,20,Nominal,Moderate,False,28.0
WO-10168,Avionics Retrofit,Radar System,Systems Integration,Subsystem Integration,Navigation Board,Northline Components,M-17,Down,Pass,None,50,73,0.8,54,No,Yes,16.1,27.8,12.2,0.9,3.8,0.88,4,36,39182,Yes,Yes,Yes,84,Controlled,93.6,74.9,High,0.85,52,Machine Downtime,Critical,True,86.5
WO-10169,Avionics Retrofit,Ground Vehicle,Machining,Material Prep,Navigation Board,AeroForge,M-01,Operational,Rework,Coating Defect,92,56,0.54,43,Yes,No,6.0,11.6,19.7,0.87,9.0,0.87,1,16,49863,Yes,No,Yes,38,Controlled,53.9,10.8,Moderate,0.57,28,Supply Chain Constraint,Routine,False,40.3
WO-10170,Avionics Retrofit,Avionics Kit,Machining,Quality Inspection,Power Unit,Delta Circuits,M-08,Operational,Rework,Electrical,56,39,0.54,56,No,No,15.4,25.9,11.8,0.97,2.7,0.98,3,16,61383,No,No,No,31,Controlled,35.2,21.1,Moderate,0.35,26,Nominal,Routine,False,31.2
WO-10171,Tactical UAV Production,Sensor Package,Machining,Acceptance Test,Guidance Module,Delta Circuits,M-08,Operational,Pass,None,57,41,0.31,12,Yes,No,3.9,27.8,17.7,0.83,7.5,0.97,5,40,60551,Yes,No,No,29,Controlled,33.9,33.9,Low,0.43,23,Supply Chain Constraint,Moderate,False,31.7
WO-10172,Avionics Retrofit,Avionics Kit,Surface Treatment,Material Prep,Flight Control Bracket,Delta Circuits,M-19,Operational,Pass,None,53,27,0.6,36,No,No,13.4,11.0,4.2,0.88,7.5,0.94,5,35,2790,Yes,Yes,Yes,23,Controlled,30.6,30.6,Low,0.85,14,Nominal,Moderate,False,27.2
WO-10173,Radar Modernization,Sensor Package,Surface Treatment,Electronics Install,Flight Control Bracket,Northline Components,M-15,Degraded,Pass,None,174,55,0.45,29,Yes,Yes,27.1,22.8,7.2,0.86,17.4,0.89,2,17,43147,No,No,Yes,46,Controlled,60.0,24.0,Moderate,0.39,38,Supply Chain Constraint,Routine,False,48.3
WO-10174,Radar Modernization,UAV,Surface Treatment,Final Assembly,Navigation Board,Northline Components,M-14,Operational,Pass,None,92,54,0.13,36,Yes,No,15.9,10.7,2.1,0.95,6.8,0.79,5,31,57301,Yes,Yes,Yes,17,Controlled,29.3,29.3,Low,0.75,11,Supply Chain Constraint,Moderate,False,23.8
WO-10175,Radar Modernization,Avionics Kit,Systems Integration,CNC Machining,Navigation Board,Delta Circuits,M-13,Operational,Rework,Foreign Object Debris,42,68,0.35,9,No,No,3.5,8.4,20.1,0.91,12.9,0.86,2,20,27125,Yes,Yes,Yes,44,Controlled,58.5,23.4,Moderate,0.85,27,Material Shortage,Routine,False,46.7
WO-10176,Radar Modernization,Avionics Kit,Surface Treatment,Subsystem Integration,Actuator Assembly,Delta Circuits,M-01,Degraded,Pass,None,68,64,0.26,53,No,Yes,3.4,26.8,5.0,0.86,11.8,0.81,4,6,45609,No,No,Yes,38,Controlled,42.8,34.2,Moderate,0.49,30,Yield Loss,Moderate,False,39.4
WO-10177,Radar Modernization,Radar System,Machining,Subsystem Integration,Power Unit,AeroForge,M-19,Degraded,Pass,None,105,74,0.26,28,Yes,Yes,13.2,31.9,6.5,0.88,7.2,0.85,1,9,50407,No,Yes,No,40,Controlled,55.0,11.0,Moderate,0.43,32,Supply Chain Constraint,Routine,False,41.6
WO-10178,Tactical UAV Production,Sensor Package,Final Assembly,Acceptance Test,Navigation Board,Northline Components,M-18,Degraded,Inspection Hold,Surface Finish,171,66,0.6,27,No,No,18.6,19.0,18.9,0.73,12.8,0.94,5,38,72236,Yes,No,No,64,Controlled,53.2,53.2,Moderate,0.53,49,Quality / Inspection,High,False,58.1
WO-10179,Mission Systems Upgrade,Ground Vehicle,Inspection,Subsystem Integration,Actuator Assembly,Northline Components,M-21,Degraded,Inspection Hold,Surface Finish,35,36,0.34,19,No,No,7.5,7.6,19.1,0.84,11.8,0.86,2,13,64929,Yes,Yes,Yes,74,Controlled,74.8,29.9,High,0.85,46,Quality / Inspection,Moderate,False,67.7
WO-10180,Mission Systems Upgrade,Sensor Package,Final Assembly,Electronics Install,Guidance Module,Orion Plating,M-15,Operational,Pass,None,90,49,0.35,19,No,Yes,27.7,12.4,3.3,0.67,3.7,0.94,5,24,18633,No,No,No,26,Controlled,32.3,32.3,Low,0.35,22,Labor Constraint,Moderate,False,29.5
WO-10181,Avionics Retrofit,Sensor Package,Machining,Quality Inspection,Thermal Shield,Vector Metals,M-19,Operational,Inspection Hold,Surface Finish,97,60,0.14,49,No,Yes,23.7,33.7,6.1,0.87,9.4,0.97,4,25,11771,Yes,No,Yes,44,Controlled,37.6,30.1,Moderate,0.67,31,Quality / Inspection,Moderate,False,39.4
WO-10182,Tactical UAV Production,UAV,Systems Integration,Final Assembly,Guidance Module,AeroForge,M-13,Operational,Pass,None,105,57,0.72,40,Yes,Yes,7.4,11.9,5.2,0.66,4.5,0.92,3,36,48144,No,No,Yes,42,Controlled,61.7,37.0,Moderate,0.39,35,Supply Chain Constraint,Moderate,False,49.1
WO-10183,Mission Systems Upgrade,Ground Vehicle,Surface Treatment,CNC Machining,Radar Housing,Orion Plating,M-10,Operational,Pass,None,188,46,0.24,12,No,No,18.3,19.8,2.1,0.93,12.7,0.83,4,8,26268,No,No,Yes,11,Controlled,20.8,16.6,Low,0.49,9,Nominal,Routine,False,15.8
WO-10184,Ground Sensor Platform,Ground Vehicle,Systems Integration,Subsystem Integration,Sensor Mount,Delta Circuits,M-07,Operational,Pass,None,136,59,0.27,46,No,No,18.7,23.8,14.0,0.93,10.1,0.93,4,29,53645,Yes,Yes,Yes,11,Controlled,18.0,14.4,Low,0.85,7,Nominal,Routine,False,14.3
WO-10185,Mission Systems Upgrade,Radar System,Systems Integration,Final Assembly,Sensor Mount,Vector Metals,M-14,Operational,Pass,None,75,65,0.51,41,Yes,No,2.7,24.7,8.5,0.93,7.2,0.9,4,3,21160,Yes,Yes,Yes,30,Elevated,43.2,39.7,Moderate,0.75,20,Supply Chain Constraint,Moderate,False,36.7
WO-10186,Tactical UAV Production,UAV,Machining,Final Assembly,Radar Housing,Northline Components,M-23,Operational,Pass,None,43,25,0.62,12,No,No,25.8,26.0,11.0,0.99,1.4,0.98,1,6,64080,No,Yes,Yes,19,Controlled,33.5,6.7,Low,0.67,13,Nominal,Routine,False,23.0
WO-10187,Avionics Retrofit,Ground Vehicle,Systems Integration,Quality Inspection,Power Unit,Summit Electronics,M-22,Operational,Pass,None,142,40,0.49,52,Yes,Yes,23.1,25.7,12.4,0.76,12.7,0.94,1,22,66389,Yes,No,Yes,36,Controlled,55.2,11.0,Moderate,0.57,27,Supply Chain Constraint,Routine,False,39.9
WO-10188,Mission Systems Upgrade,Avionics Kit,Avionics Assembly,Surface Finish,Sensor Mount,Northline Components,M-10,Operational,Pass,None,79,50,0.68,26,No,Yes,24.5,13.1,20.4,0.74,10.3,0.89,4,34,62576,Yes,No,Yes,36,Controlled,49.0,39.2,Moderate,0.67,25,Nominal,Moderate,False,41.7
WO-10189,Radar Modernization,Ground Vehicle,Avionics Assembly,Quality Inspection,Radar Housing,Northline Components,M-12,Operational,Pass,None,87,42,0.74,27,Yes,Yes,6.8,7.7,14.0,0.73,14.5,0.83,3,34,9107,No,Yes,Yes,47,Controlled,68.1,40.9,High,0.57,35,Supply Chain Constraint,Moderate,False,54.5
WO-10190,Mission Systems Upgrade,Sensor Package,Surface Treatment,Quality Inspection,Radar Housing,AeroForge,M-02,Down,Scrap Risk,Foreign Object Debris,114,31,0.15,57,No,Yes,5.4,25.3,7.1,0.84,5.4,0.86,4,9,16180,Yes,No,Yes,94,Elevated,69.2,63.7,High,0.55,71,Machine Downtime,High,True,79.5
WO-10191,Avionics Retrofit,Sensor Package,Inspection,CNC Machining,Power Unit,AeroForge,M-15,Operational,Pass,None,42,57,0.25,12,No,Yes,13.5,21.3,6.3,0.8,11.4,0.76,1,22,7084,No,No,Yes,40,Controlled,64.9,13.0,Moderate,0.49,31,Material Shortage,Routine,False,45.9
WO-10192,Mission Systems Upgrade,Avionics Kit,Inspection,Surface Finish,Radar Housing,Delta Circuits,M-06,Operational,Pass,None,7,67,0.19,29,Yes,No,11.3,30.8,6.4,0.85,13.7,0.82,4,9,32105,Yes,Yes,Yes,41,Controlled,59.4,47.5,Moderate,0.75,27,Supply Chain Constraint,High,False,49.3
WO-10193,Avionics Retrofit,UAV,Systems Integration,Electronics Install,Power Unit,Delta Circuits,M-13,Operational,Inspection Hold,Dimensional,155,47,0.3,22,Yes,Yes,10.2,32.6,17.8,0.92,12.4,0.92,4,28,37302,No,No,Yes,58,Controlled,58.9,47.1,Moderate,0.39,48,Quality / Inspection,High,False,56.7
WO-10194,Radar Modernization,Ground Vehicle,Final Assembly,Final Assembly,Radar Housing,AeroForge,M-10,Operational,Pass,None,156,67,0.41,7,No,No,5.5,33.4,11.4,0.68,5.9,0.86,5,17,29087,No,No,Yes,19,Controlled,26.7,26.7,Low,0.49,15,Nominal,Moderate,False,23.2
WO-10195,Avionics Retrofit,Ground Vehicle,Machining,Quality Inspection,Thermal Shield,Delta Circuits,M-20,Operational,Pass,None,62,72,0.32,28,No,No,6.2,21.5,3.9,0.94,3.5,0.94,5,37,68481,Yes,Yes,Yes,30,Controlled,42.8,42.8,Moderate,0.85,19,Material Shortage,Moderate,False,37.0
WO-10196,Mission Systems Upgrade,UAV,Systems Integration,Material Prep,Radar Housing,Orion Plating,M-10,Operational,Pass,None,85,53,0.34,56,No,Yes,21.0,11.8,12.6,0.92,10.6,0.91,3,9,7810,Yes,Yes,No,25,Controlled,35.6,21.4,Moderate,0.71,17,Nominal,Routine,False,28.7
WO-10197,Tactical UAV Production,UAV,Machining,CNC Machining,Guidance Module,Delta Circuits,M-05,Degraded,Rework,Electrical,114,41,0.6,42,No,No,16.6,11.7,20.1,0.75,7.4,0.94,3,41,37979,Yes,No,No,44,Controlled,45.2,27.1,Moderate,0.53,34,Nominal,Moderate,False,41.9
WO-10198,Avionics Retrofit,Radar System,Systems Integration,Final Assembly,Flight Control Bracket,Delta Circuits,M-20,Degraded,Pass,None,114,73,0.54,22,No,No,25.1,14.5,21.9,0.69,10.3,0.89,3,36,39934,No,No,Yes,34,Controlled,40.0,24.0,Moderate,0.49,27,Nominal,Routine,False,34.9
WO-10199,Mission Systems Upgrade,UAV,Final Assembly,Subsystem Integration,Flight Control Bracket,AeroForge,M-03,Degraded,Pass,None,98,62,0.64,44,No,No,2.9,14.4,11.2,0.68,3.4,0.92,4,21,8112,Yes,No,Yes,34,Controlled,39.9,31.9,Moderate,0.67,24,Nominal,Moderate,False,36.0
WO-10200,Avionics Retrofit,Sensor Package,Systems Integration,Subsystem Integration,Radar Housing,AeroForge,M-10,Operational,Pass,None,172,58,0.37,29,No,Yes,24.4,14.9,14.6,0.72,2.3,0.88,2,25,48840,No,No,No,23,Controlled,37.7,15.1,Moderate,0.35,19,Nominal,Routine,False,27.7
WO-10201,Avionics Retrofit,Sensor Package,Final Assembly,Final Assembly,Guidance Module,Northline Components,M-08,Down,Pass,None,118,71,0.69,40,No,Yes,20.2,18.0,20.3,0.84,4.2,0.84,1,5,71211,Yes,No,Yes,64,Elevated,70.9,16.3,High,0.67,45,Machine Downtime,Routine,True,59.6
WO-10202,Mission Systems Upgrade,Radar System,Systems Integration,Acceptance Test,Power Unit,Summit Electronics,M-03,Degraded,Rework,Electrical,129,33,0.31,42,No,Yes,18.0,27.1,16.9,0.71,3.0,0.89,2,34,17180,No,Yes,Yes,47,Controlled,49.1,19.6,Moderate,0.67,33,Nominal,Routine,False,43.7
WO-10203,Avionics Retrofit,Ground Vehicle,Surface Treatment,Material Prep,Guidance Module,AeroForge,M-16,Operational,Pass,None,40,73,0.44,30,Yes,Yes,6.0,8.6,19.4,0.9,6.8,0.87,1,20,21044,No,Yes,No,50,Controlled,79.1,15.8,High,0.43,40,Supply Chain Constraint,Routine,False,56.5
WO-10204,Tactical UAV Production,Ground Vehicle,Systems Integration,CNC Machining,Sensor Mount,Vector Metals,M-19,Operational,Rework,Foreign Object Debris,165,56,0.72,41,No,No,15.2,26.1,6.9,0.9,2.3,0.85,4,36,22398,Yes,Yes,Yes,30,Controlled,42.0,33.6,Moderate,0.85,19,Nominal,Moderate,False,35.3
WO-10205,Ground Sensor Platform,UAV,Avionics Assembly,Final Assembly,Radar Housing,Northline Components,M-11,Down,Rework,Surface Finish,176,38,0.93,45,No,No,19.8,18.9,10.2,0.91,13.3,0.92,5,24,74873,Yes,No,No,72,Controlled,66.2,66.2,High,0.53,55,Machine Downtime,High,True,68.8
WO-10206,Mission Systems Upgrade,UAV,Surface Treatment,Subsystem Integration,Sensor Mount,Summit Electronics,M-20,Operational,Pass,None,113,60,0.1,58,No,Yes,25.3,6.5,20.2,0.8,19.9,0.88,2,11,8615,Yes,Yes,Yes,20,Controlled,29.6,11.8,Low,0.85,12,Nominal,Routine,False,22.6
WO-10207,Avionics Retrofit,Radar System,Final Assembly,Electronics Install,Guidance Module,Northline Components,M-23,Operational,Rework,Electrical,103,66,0.59,30,No,Yes,2.3,5.4,12.8,0.7,14.3,0.91,1,24,66261,Yes,No,Yes,41,Controlled,53.4,10.7,Moderate,0.67,29,Nominal,Routine,False,41.4
WO-10208,Ground Sensor Platform,Ground Vehicle,Avionics Assembly,Acceptance Test,Thermal Shield,Orion Plating,M-01,Operational,Pass,None,162,54,0.68,50,No,Yes,7.2,20.3,2.7,0.89,13.9,0.95,5,7,49402,Yes,Yes,No,26,Controlled,39.9,39.9,Moderate,0.71,18,Nominal,Moderate,False,33.6
WO-10209,Mission Systems Upgrade,Radar System,Surface Treatment,Material Prep,Navigation Board,AeroForge,M-19,Degraded,Pass,None,99,69,0.16,12,No,Yes,21.0,34.2,17.2,0.97,12.3,0.92,3,10,74986,No,Yes,No,28,Controlled,32.5,19.5,Low,0.53,21,Nominal,Routine,False,28.5
WO-10210,Mission Systems Upgrade,Avionics Kit,Avionics Assembly,Subsystem Integration,Flight Control Bracket,Orion Plating,M-12,Degraded,Rework,Dimensional,136,37,0.68,56,No,No,5.1,17.6,13.6,0.72,8.6,0.85,4,39,11114,Yes,Yes,Yes,46,Controlled,49.9,39.9,Moderate,0.85,28,Nominal,Moderate,False,46.6
WO-10211,Avionics Retrofit,Sensor Package,Surface Treatment,Quality Inspection,Guidance Module,Orion Plating,M-21,Operational,Pass,None,182,51,0.26,21,No,No,25.8,11.6,4.7,0.93,13.3,0.81,2,8,57621,Yes,No,Yes,11,Controlled,24.9,10.0,Low,0.67,8,Yield Loss,Routine,False,16.4
WO-10212,Ground Sensor Platform,UAV,Surface Treatment,Electronics Install,Thermal Shield,Vector Metals,M-04,Degraded,Pass,None,130,64,0.47,33,Yes,No,17.5,33.2,9.2,0.97,6.6,0.84,1,30,6290,No,Yes,Yes,35,Controlled,51.6,10.3,Moderate,0.57,26,Supply Chain Constraint,Routine,False,37.9
WO-10213,Avionics Retrofit,Avionics Kit,Systems Integration,Material Prep,Flight Control Bracket,AeroForge,M-16,Operational,Rework,Coating Defect,99,57,0.62,14,Yes,No,11.9,7.5,4.3,0.72,2.5,0.87,5,40,60546,Yes,No,Yes,42,Controlled,52.0,52.0,Moderate,0.57,31,Supply Chain Constraint,High,False,47.5
WO-10214,Radar Modernization,Radar System,Surface Treatment,Surface Finish,Flight Control Bracket,Vector Metals,M-07,Operational,Inspection Hold,Coating Defect,55,40,0.54,42,Yes,No,11.9,18.1,12.9,0.76,17.5,0.95,5,28,49871,No,No,Yes,69,Controlled,62.2,62.2,Moderate,0.39,57,Quality / Inspection,High,False,65.3
WO-10215,Ground Sensor Platform,Ground Vehicle,Avionics Assembly,Surface Finish,Radar Housing,Orion Plating,M-19,Operational,Pass,None,125,45,0.55,16,Yes,Yes,6.3,24.0,21.8,0.75,14.8,0.84,5,3,49472,Yes,No,Yes,37,Elevated,54.6,62.8,Moderate,0.57,28,Supply Chain Constraint,High,False,47.9
WO-10216,Mission Systems Upgrade,Radar System,Machining,Quality Inspection,Thermal Shield,Vector Metals,M-23,Operational,Pass,None,168,56,0.53,44,No,Yes,22.2,4.9,7.4,0.87,5.7,0.96,2,11,74719,Yes,Yes,Yes,22,Controlled,38.2,15.3,Moderate,0.85,14,Nominal,Routine,False,27.5
WO-10217,Tactical UAV Production,Ground Vehicle,Machining,CNC Machining,Thermal Shield,AeroForge,M-18,Operational,Pass,None,129,47,0.44,48,Yes,No,12.7,7.6,17.0,0.81,6.3,0.91,3,39,66113,Yes,Yes,Yes,26,Controlled,40.5,24.3,Moderate,0.75,17,Supply Chain Constraint,Routine,False,31.5
WO-10218,Mission Systems Upgrade,Radar System,Systems Integration,Subsystem Integration,Thermal Shield,Summit Electronics,M-06,Operational,Pass,None,105,45,0.71,55,No,No,20.8,24.8,6.3,0.81,14.3,0.87,5,28,49913,Yes,No,Yes,21,Controlled,34.6,34.6,Low,0.67,15,Nominal,Moderate,False,28.5
WO-10219,Avionics Retrofit,Avionics Kit,Final Assembly,Quality Inspection,Guidance Module,AeroForge,M-09,Operational,Pass,None,39,26,0.74,42,No,Yes,27.5,9.8,16.4,0.69,3.8,0.92,3,12,2618,No,Yes,No,37,Controlled,51.4,30.8,Moderate,0.53,28,Nominal,Moderate,False,41.8
WO-10220,Avionics Retrofit,Sensor Package,Machining,Electronics Install,Radar Housing,Vector Metals,M-17,Down,Pass,None,189,37,0.25,53,Yes,No,21.6,2.3,12.9,0.88,3.7,0.96,5,37,14299,Yes,No,Yes,59,Controlled,49.4,49.4,Moderate,0.57,44,Machine Downtime,High,True,53.7
WO-10221,Tactical UAV Production,Avionics Kit,Systems Integration,Electronics Install,Power Unit,AeroForge,M-16,Degraded,Rework,Coating Defect,130,72,0.84,51,No,No,15.1,32.9,14.7,0.91,5.8,0.89,5,33,4998,Yes,No,Yes,43,Controlled,49.2,49.2,Moderate,0.67,30,Supply Chain Constraint,High,False,46.4
WO-10222,Radar Modernization,Avionics Kit,Surface Treatment,Surface Finish,Radar Housing,Vector Metals,M-11,Down,Pass,None,120,57,0.43,59,No,Yes,24.3,8.6,3.7,0.99,17.8,0.83,1,31,54796,Yes,Yes,Yes,58,Controlled,61.7,12.3,Moderate,0.85,36,Machine Downtime,Routine,True,52.6
WO-10223,Avionics Retrofit,Ground Vehicle,Avionics Assembly,Electronics Install,Actuator Assembly,Northline Components,M-07,Degraded,Pass,None,44,62,0.89,40,Yes,No,24.1,12.6,5.5,0.75,6.5,0.87,4,16,41182,No,Yes,Yes,65,Controlled,87.7,70.2,High,0.57,48,Supply Chain Constraint,Critical,True,74.9
WO-10224,Tactical UAV Production,UAV,Surface Treatment,Acceptance Test,Guidance Module,Northline Components,M-05,Operational,Rework,Surface Finish,7,48,0.12,24,No,No,7.6,11.9,11.0,0.96,16.8,0.8,2,31,11522,Yes,No,No,40,Controlled,52.9,21.2,Moderate,0.53,30,Material Shortage,Routine,False,42.3
WO-10225,Mission Systems Upgrade,Ground Vehicle,Avionics Assembly,Electronics Install,Guidance Module,Delta Circuits,M-16,Degraded,Pass,None,80,47,0.4,29,No,No,10.8,31.6,7.1,0.72,7.0,0.81,3,38,22890,No,Yes,Yes,35,Controlled,40.0,24.0,Moderate,0.67,24,Yield Loss,Routine,False,35.4
WO-10226,Ground Sensor Platform,UAV,Surface Treatment,Final Assembly,Thermal Shield,Orion Plating,M-22,Operational,Pass,None,68,63,0.47,47,No,Yes,13.8,31.0,16.4,0.87,7.9,0.9,5,36,64453,Yes,No,Yes,28,Controlled,37.7,37.7,Moderate,0.67,20,Nominal,Moderate,False,33.3
WO-10227,Radar Modernization,Ground Vehicle,Inspection,Acceptance Test,Thermal Shield,Vector Metals,M-23,Operational,Pass,None,146,42,0.2,19,No,Yes,13.1,6.9,8.6,0.92,14.9,0.84,1,21,67835,Yes,Yes,Yes,17,Controlled,33.2,6.6,Low,0.85,10,Nominal,Routine,False,21.9
WO-10228,Avionics Retrofit,Radar System,Inspection,CNC Machining,Sensor Mount,Vector Metals,M-05,Operational,Rework,Dimensional,105,73,0.08,38,No,No,8.7,22.2,9.9,0.79,28.3,0.79,4,12,66643,No,No,Yes,25,Controlled,26.0,20.8,Low,0.49,19,Yield Loss,Routine,False,24.8
WO-10229,Mission Systems Upgrade,Radar System,Avionics Assembly,Quality Inspection,Power Unit,Delta Circuits,M-01,Degraded,Pass,None,46,43,0.39,20,Yes,No,18.0,31.4,3.8,0.74,9.9,0.86,1,23,61564,Yes,Yes,No,45,Controlled,54.5,10.9,Moderate,0.61,33,Supply Chain Constraint,Routine,False,43.7
WO-10230,Mission Systems Upgrade,Avionics Kit,Systems Integration,Acceptance Test,Flight Control Bracket,Northline Components,M-20,Degraded,Pass,None,98,66,0.51,32,Yes,No,16.8,8.5,16.0,0.84,8.4,0.82,1,21,71358,Yes,Yes,Yes,38,Controlled,54.9,11.0,Moderate,0.75,25,Supply Chain Constraint,Routine,False,40.7
WO-10231,Tactical UAV Production,Sensor Package,Final Assembly,Quality Inspection,Power Unit,Delta Circuits,M-16,Degraded,Pass,None,189,35,0.73,37,No,Yes,21.5,5.8,15.5,0.75,3.2,0.86,5,43,38904,Yes,Yes,Yes,40,Controlled,51.9,51.9,Moderate,0.85,25,Nominal,High,False,46.5
WO-10232,Avionics Retrofit,Sensor Package,Machining,Subsystem Integration,Sensor Mount,AeroForge,M-05,Operational,Rework,Surface Finish,63,48,0.55,58,No,No,13.3,21.3,12.1,0.91,5.6,0.97,4,30,33532,Yes,Yes,Yes,33,Controlled,35.4,28.3,Moderate,0.85,20,Nominal,Moderate,False,33.3
WO-10233,Mission Systems Upgrade,Ground Vehicle,Surface Treatment,Surface Finish,Actuator Assembly,Vector Metals,M-07,Operational,Pass,None,74,60,0.31,21,Yes,No,22.5,32.8,13.7,0.82,14.9,0.91,3,10,26585,No,Yes,Yes,31,Controlled,40.1,24.1,Moderate,0.57,23,Supply Chain Constraint,Routine,False,33.6
WO-10234,Mission Systems Upgrade,UAV,Systems Integration,Material Prep,Navigation Board,Vector Metals,M-10,Operational,Pass,None,132,46,0.49,5,Yes,No,5.6,28.1,5.6,0.86,14.9,0.84,2,39,8789,No,Yes,Yes,27,Controlled,46.2,18.5,Moderate,0.57,20,Supply Chain Constraint,Routine,False,33.4
WO-10235,Avionics Retrofit,Radar System,Surface Treatment,Final Assembly,Power Unit,AeroForge,M-21,Operational,Pass,None,178,63,0.43,55,No,Yes,13.5,23.2,10.4,0.81,15.1,0.88,1,32,40150,Yes,Yes,No,24,Controlled,41.2,8.2,Moderate,0.71,16,Nominal,Routine,False,28.5
WO-10236,Mission Systems Upgrade,Radar System,Inspection,Subsystem Integration,Guidance Module,Summit Electronics,M-14,Operational,Pass,None,70,42,0.39,12,Yes,No,12.2,36.0,6.1,0.78,18.8,0.77,5,31,52669,Yes,Yes,Yes,34,Controlled,45.6,45.6,Moderate,0.75,23,Supply Chain Constraint,High,False,40.4
WO-10237,Ground Sensor Platform,Sensor Package,Systems Integration,Electronics Install,Actuator Assembly,Delta Circuits,M-21,Degraded,Inspection Hold,Foreign Object Debris,38,32,0.59,44,No,Yes,19.7,8.6,4.0,0.79,8.2,0.96,5,16,7203,No,No,No,70,Controlled,61.6,61.6,Moderate,0.35,59,Quality / Inspection,High,False,65.4
WO-10238,Mission Systems Upgrade,Avionics Kit,Avionics Assembly,Electronics Install,Actuator Assembly,AeroForge,M-17,Degraded,Pass,None,56,58,0.55,31,Yes,No,20.6,11.0,17.0,0.86,13.2,0.84,3,29,49334,Yes,No,Yes,59,Controlled,78.8,47.3,High,0.57,44,Supply Chain Constraint,High,False,65.2
WO-10239,Tactical UAV Production,Radar System,Inspection,Final Assembly,Sensor Mount,AeroForge,M-06,Down,Pass,None,115,71,0.37,34,No,No,19.0,25.2,6.2,0.91,14.8,0.92,4,12,70525,No,Yes,Yes,51,Controlled,42.7,34.2,Moderate,0.67,36,Machine Downtime,Moderate,True,45.2
WO-10240,Radar Modernization,Radar System,Machining,CNC Machining,Actuator Assembly,AeroForge,M-02,Operational,Pass,None,94,35,0.11,17,No,Yes,2.8,22.7,14.3,0.74,3.9,0.96,5,27,32233,Yes,Yes,No,20,Controlled,22.5,22.5,Low,0.71,14,Nominal,Routine,False,21.4
WO-10241,Tactical UAV Production,Avionics Kit,Inspection,Final Assembly,Guidance Module,Northline Components,M-08,Operational,Inspection Hold,Electrical,50,40,0.18,38,Yes,No,4.7,1.2,19.0,0.9,17.1,0.84,4,16,18706,Yes,Yes,Yes,60,Controlled,53.9,43.1,Moderate,0.75,40,Quality / Inspection,Moderate,False,55.0
